empresa,bem,quantidade,parlamentar,valor_unit,estado,municipio,beneficiario,entrega_realizada_pelo_fornecedor,pagamento,doacao,status_doacao,entrega_fisica,data_entrega,area,intervencao,quant_doada,item,latitude,longitude,evento_realizado
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,CASTRO NETO,3723.75,PI,Pajeu do Piaui,PREFEITURA MUNICIPAL DE PAJEU DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,5,-7.855085,-42.82481,Nao
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,14,CASTRO NETO,3675,PI,Pajeu do Piaui,PREFEITURA MUNICIPAL DE PAJEU DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,7,-7.855085,-42.82481,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,CASTRO NETO,259.38,PI,Pajeu do Piaui,PREFEITURA MUNICIPAL DE PAJEU DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,9,-7.855085,-42.82481,Nao
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",780,CASTRO NETO,569,PI,Luzilandia,ASSOCIACAO DOS PESCADORES E PISCICULTORES DO MUNICIPIO DE LUZILANDIA,Sim,Pago Parcialmente,Sim,Termo de Cessao,Sim,2025-11-18,Aquicultura e pesca,Maquinas e equipamentos,30,1,-3.468296,-42.371757,Nao
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",780,CASTRO NETO,569,PI,Cocal de Telha,COLONIA DE PESCADORES Z-39 DE COCAL DE TELHA,Sim,Pago Parcialmente,Sim,Termo de Cessao,Sim,2025-11-18,Aquicultura e pesca,Maquinas e equipamentos,15,1,-4.557098,-41.958668,Nao
THRUONE LTDA,Tanque-rede (2x2),200,CASTRO NETO,2599,PI,Cocal de Telha,COLONIA DE PESCADORES Z-39 DE COCAL DE TELHA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-18,Aquicultura e pesca,Maquinas e equipamentos,7,24,-4.557098,-41.958668,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Milton Brandao,ASSOCIACAO COMUNITARIA DE PRODUCAO E SERVICOS DOS AGRICULTORES E AGRICULTORAS FAMILIARES - ASAF DO MUNICIPIO DE MILTON BRANDAO - PIAUI,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-25,Apicultura ,Maquinas e equipamentos,20,1,-4.682945999999999,-41.417343,Sim
J.L.R ARAUJO COMERCIO E SERVICOS LTDA,"Motor de rabeta 4 tempos, 6,5 a 7 cv",780,CASTRO NETO,569,PI,Cajueiro da Praia,PREFEITURA MUNICIPAL DE CAJUEIRO DA PRAIA,Sim,Pago Parcialmente,Sim,Termo de Cessao,Sim,2025-11-28,Aquicultura e pesca,Maquinas e equipamentos,50,1,-2.931114,-41.340801,Nao
C M C DO  BRASIL LTDA,Fumigador Apicola,250,DR. FRANCISCO,169,PI,Dirceu Arcoverde,PREFEITURA MUNICIPAL DE DIRCEU ARCOVERDE,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,4,10,-9.339385999999998,-42.434792,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Sao Joao do Piaui,COOPERATIVA MISTA DE EMPREENDEDORISMO E SERVICO DA CAPOEIRA DE QUILOMBO,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-8.354661,-42.255898,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / JULIO ARCOVERDE,390,PI,Campo Maior,ASSOCIACAO DOS AMIGOS E MORADORES DO LUGAR PASSAGEM DO MEIO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-4.821697,-42.164124,Nao
MURILO CARVALHO NASCIMENTO,Macacao Malha Livre Conjugado para Apicultor,60,CASTRO NETO,289.9,PI,Sao Joao do Arraial,ASSOCIACAO ESCOLA FAMILIA AGRICOLA DOS COCAIS ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,10,11,-3.818597,-42.44586,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sao Joao do Arraial,ASSOCIACAO ESCOLA FAMILIA AGRICOLA DOS COCAIS ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,15,1,-3.818597,-42.44586,Nao
CABANA MAGAZINE LTDA,Bota em pvc (par),150,CASTRO NETO,32.91,PI,Sao Joao do Arraial,ASSOCIACAO ESCOLA FAMILIA AGRICOLA DOS COCAIS ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,10,13,-3.818597,-42.44586,Nao
MGS BRASIL DISTRIBUIDORA LTDA,Luva em Malha Livre Cano Longo (par),150,CASTRO NETO,69.99,PI,Sao Joao do Arraial,ASSOCIACAO ESCOLA FAMILIA AGRICOLA DOS COCAIS ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,10,14,-3.818597,-42.44586,Nao
C M C DO  BRASIL LTDA,Fumigador Apicola,250,CASTRO NETO,169,PI,Sao Joao do Arraial,ASSOCIACAO ESCOLA FAMILIA AGRICOLA DOS COCAIS ,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,10,-3.818597,-42.44586,Nao
